"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"TIMWRIGHT","Tim Wright","TE","TB",351,31.55,NA,NA,NA,NA,NA,32.2,24.6,NA,41.8,32.8333333333333,31.55,183.5,8.61935805807679,35.2,6.13548017061103
"KEVINNORWOOD","Kevin Norwood","WR","SEA",352,31.2,37.1,25.3,NA,NA,NA,NA,NA,NA,NA,31.2,31.2,NA,8.34386001800126,NA,3.27185749471656
"DEVIERPOSEY","DeVier Posey","WR","HOU",353,31.1000177833272,43.7,49.5,NA,NA,NA,25.7,8.9,34.2,15.3,25.3285714285714,31.1000177833272,NA,15.9006603636453,NA,5.13299686273023
"KELLENCLEMENS","Kellen Clemens","QB","SDC",354,31.08,NA,NA,NA,NA,NA,31.08,NA,NA,NA,31.08,31.08,NA,NA,NA,NA
"RICHARDRODGERS","Richard Rodgers","TE","GB",355,31.05,NA,NA,NA,NA,NA,36.5,33.5,NA,16.3,28.4,31.05,163.15,10.9001529041263,5.25,3.30542038068821
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,356,30.4,NA,NA,NA,NA,NA,NA,NA,30.4,NA,30.4,30.4,NA,NA,NA,NA
"MIKEGOODSON","Mike Goodson","RB","NYJ",357,30.3,NA,NA,NA,NA,NA,NA,NA,30.3,NA,30.3,30.3,NA,NA,NA,NA
"EDDICKSON","Ed Dickson","TE","CAR",358,30.25,53.1,43.6,NA,NA,NA,25,7.7,NA,23.5,30.58,30.25,NA,17.8985194918462,NA,5.62504298081824
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",359,29.8079123574724,45.2,15.6,NA,NA,NA,55.8,15.2,NA,NA,25.2933333333333,29.8079123574724,NA,20.7225320203235,NA,6.32055968790479
"LOUISMURPHY","Louis Murphy","WR","TB",360,29.75,44.2,20.6,NA,NA,NA,9.8,NA,NA,41.9,29.4,29.75,NA,16.6991766264089,NA,5.3296607925223
"DARRELYOUNG","Darrel Young","RB","WAS",361,29.5,33.8,25.2,NA,NA,NA,NA,NA,NA,NA,29.5,29.5,NA,6.08111831820431,NA,2.71457432399394
"MATTMCGLOIN","Matt McGloin","QB","OAK",362,29.44,NA,NA,NA,NA,NA,14.8,NA,44.08,NA,29.44,29.44,NA,20.7040865531421,NA,6.31601681478886
"DREWDAVIS","Drew Davis","WR","ATL",363,29.4273778010682,39.2,31.9,NA,NA,NA,48.5,7.7,25.3,10.95,27.2583333333333,29.4273778010682,NA,15.9228269056304,NA,5.13845618705457
"JURONCRINER","Juron Criner","WR","OAK",364,29.375,43.2,NA,NA,NA,NA,16.3,NA,29,NA,29.5,29.375,NA,13.4569684550422,NA,4.53114806345378
"JACOBTAMME","Jacob Tamme","TE","DEN",365,29.225,NA,NA,NA,NA,NA,46.5,26.6,NA,17.2,30.1,29.225,NA,14.9602807460288,NA,4.90139387639057
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",366,29.1,NA,29.1,NA,NA,NA,NA,NA,NA,NA,29.1,29.1,NA,NA,NA,NA
"STEDMANBAILEY","Stedman Bailey","WR","STL",367,29.04,NA,53.4,NA,NA,NA,20.4,NA,NA,25.63,33.3316666666667,29.04,NA,17.7366184300541,NA,5.58516890369003
"JIMDRAY","Jim Dray","TE","CLE",368,28.25,NA,NA,NA,NA,NA,20.2,NA,36.3,NA,28.25,28.25,NA,11.3844191771034,NA,4.02070675537508
"JOSHHUFF","Josh Huff","WR","PHI",369,27.75,NA,33.4,NA,NA,NA,21.3,NA,30.3,11.7,24.2416666666667,27.75,NA,9.77253805313645,NA,3.62372188358311
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",370,27.4809159831091,23.08,6.32,NA,NA,NA,58,13.24,NA,NA,24.8266666666667,27.4809159831091,NA,22.9479410841147,NA,6.86864832715853
"MARCUSHARRIS","Marcus Harris","WR","NYG",371,27.4,NA,27.4,NA,NA,NA,NA,NA,NA,NA,27.4,27.4,NA,NA,NA,NA
"MICHAELPRESTON","Michael Preston","WR","TEN",372,27,NA,NA,NA,NA,NA,27,NA,NA,NA,27,27,NA,NA,NA,NA
"DANIELHERRON","Daniel Herron","RB","IND",373,26.69,NA,NA,NA,NA,NA,NA,NA,NA,26.69,26.69,26.69,NA,NA,NA,NA
"JOSEPHRANDLE","Joseph Randle","RB","DAL",374,26.6,31,18,31.7,NA,NA,27.8,19.3,NA,22.82,25.07,26.6,191.5,5.91453013067536,3.5,2.50970055581464
"MATTFLYNN","Matt Flynn","QB","GB",375,26.24,25.48,NA,NA,NA,NA,62.74,2.16,NA,NA,29.7933333333333,26.24,NA,30.5561406812662,NA,8.74244664685698
"ROBERTHOUSLER","Robert Housler","TE","ARI",376,26.15,NA,NA,NA,NA,NA,35.4,16.9,NA,NA,26.15,26.15,NA,13.0814754519511,NA,4.43866913341704
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",377,25.855,NA,NA,NA,NA,NA,28.5,31.6,NA,12.42,24.1733333333333,25.855,NA,10.2960251229945,NA,3.75264978293147
"JOSHFREEMAN","Josh Freeman","QB","NYG",378,25.28,25.28,NA,NA,NA,NA,NA,NA,NA,NA,25.28,25.28,NA,NA,NA,NA
"TONYMOEAKI","Tony Moeaki","TE","BUF",379,24.7854500609889,NA,NA,NA,NA,NA,32.5,7.7,43.1,10.65,23.4875,24.7854500609889,NA,17.1262165018041,NA,5.43483503128168
"ANTHONYDIXON","Anthony Dixon","RB","BUF",380,24.775,27.6,32.8,NA,NA,NA,5.1,NA,NA,NA,21.8333333333333,24.775,NA,14.7228846811124,NA,4.84292638459265
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",381,24.6,33.8,28.9,34.7,NA,NA,0.4,20.9,NA,27.8,24.2,24.6,192.5,12.763293723278,1.5,3.14533902253761
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",382,24.4,NA,22.4,NA,NA,NA,30.2,7.7,37.3,NA,24.4,24.4,NA,12.6877894055663,NA,4.34170949890892
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",383,24.3066752956012,53.5,23,22,NA,NA,25.5,NA,NA,NA,31,24.3066752956012,NA,15.0720491860485,NA,4.92892095588291
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",384,24.2928687241384,25.9,52.4,22.8,NA,NA,7.9,NA,NA,15.4,24.86,24.2928687241384,NA,16.8886648376951,NA,5.37632921747317
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",385,24.09,NA,NA,NA,NA,NA,1.44,NA,46.74,NA,24.09,24.09,NA,32.0319371877506,NA,9.10591568821896
"BLAINEGABBERT","Blaine Gabbert","QB","SF",386,24.03,NA,NA,NA,NA,NA,0.16,NA,47.9,NA,24.03,24.03,NA,33.7572777338458,NA,9.53084410589495
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",387,24,55.2,18,NA,NA,NA,37.1,7.6,16.9,NA,27,24,NA,19.08279329658,NA,5.91671385998443
"LOGANPAULSEN","Logan Paulsen","TE","WAS",388,23.85,NA,NA,NA,NA,NA,39.9,20.4,NA,18.5,25.5333333333333,23.85,NA,11.8449708033973,NA,4.13413449244534
"CHARLESSIMS","Charles Sims","RB","TB",389,23.69,43,23.1,12.9,NA,NA,15.7,34.1,43,14.86,26.3,23.69,169.7,13.2332747989589,19.9,5.11443312353727
"THEORIDDICK","Theo Riddick","RB","DET",390,23.3,18.4,37,23.3,NA,NA,12.2,NA,NA,41.6,26.45,23.3,181.5,12.4358353157317,13.4,4.34107485033781
"MIKETHOMAS","Mike Thomas","WR","HOU",391,23.25,NA,NA,NA,NA,NA,1.9,NA,NA,44.6,23.25,23.25,NA,30.1934595566656,NA,8.65312311200683
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",392,23.219994295076,20.1,45.8,19,NA,NA,1.5,NA,59.4,18.04,27.2933333333333,23.219994295076,NA,21.1885692453895,NA,6.43533845495667
"JUSTINFORSETT","Justin Forsett","RB","BAL",393,23.0999965464783,42,28.7,NA,NA,NA,34.5,4.1,NA,29.95,23.175,23.0999965464783,NA,14.262187770465,NA,4.72946286591938
"ROBERTHERRON","Robert Herron","WR","TB",394,22.725,49.3,20,NA,NA,NA,17.5,NA,NA,16.4,25.8,22.725,NA,15.7389114405455,NA,5.09316025533747
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",395,22.68,NA,NA,NA,NA,NA,32.5,NA,44,3.76,19.8983333333333,22.68,NA,20.7263728938117,NA,6.32150564393506
"DAMIANWILLIAMS","Damian Williams","WR","MIA",396,22.575,45.5,25.1,NA,NA,NA,8.5,17.2,NA,NA,24.075,22.575,NA,15.8106240652712,NA,5.11082212053914
"DENNISJOHNSON","Dennis Johnson","RB","HOU",397,22.2,22.2,NA,NA,NA,NA,NA,NA,41.9,NA,21.3666666666667,22.2,NA,13.930003589375,NA,4.64765032243802
"KYLEORTON","Kyle Orton","QB",NA,398,21.66,NA,NA,NA,NA,NA,NA,NA,21.66,NA,21.66,21.66,NA,NA,NA,NA
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",399,21.62,NA,NA,NA,NA,NA,NA,NA,NA,21.62,21.62,21.62,NA,NA,NA,NA
"NICKTOON","Nick Toon","WR","NO",400,21.3280335263304,NA,NA,NA,NA,NA,59.6,8.8,22.5,15,26.475,21.3280335263304,NA,22.7826505628003,NA,6.827939471253
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",401,21.1675,NA,NA,NA,NA,NA,23.7,24.5,NA,9.77,19.3233333333333,21.1675,NA,8.28309322254273,NA,3.25689144160903
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",402,21.14,42.94,NA,NA,NA,NA,NA,NA,22.14,NA,21.6933333333333,21.14,NA,14.7078210486802,NA,4.83921641237392
"JOHNKUHN","John Kuhn","RB","GB",403,21.0080335263304,38.2,14.1,NA,NA,NA,NA,8.1,NA,24.34,21.1516666666667,21.0080335263304,NA,13.1767307528587,NA,4.46212924648372
"DAVONEBESS","Davone Bess","WR",NA,404,20.8,NA,NA,NA,NA,NA,NA,NA,20.8,NA,20.8,20.8,NA,NA,NA,NA
"JACKIEBATTLE","Jackie Battle","RB","TEN",405,20.7062947804031,47,5.4,NA,NA,NA,20.5,NA,NA,9.57,20.6175,20.7062947804031,NA,18.7053439333969,NA,5.82375310448997
"JORDANPALMER","Jordan Palmer","QB","CHI",406,20.59,25.46,23.2,NA,NA,NA,14.5,NA,NA,NA,21.0533333333333,20.59,NA,5.78675499164543,NA,2.64207655370761
"RONNIEBROWN","Ronnie Brown","RB","HOU",407,20.005,NA,NA,30.4,NA,NA,7.9,NA,46.6,17.02,25.4466666666667,20.005,NA,16.8413063626311,NA,5.36466545525646
"CHARLESJOHNSON","Charles Johnson","WR","CLE",408,20,NA,34.1,NA,NA,NA,9.9,6.4,NA,31.6,20.3333333333333,20,195,14.3682520393633,3.7,3.57149428291654
"JEDCOLLINS","Jed Collins","RB","DET",409,19.91,27.7,10.3,NA,NA,NA,NA,NA,NA,15.94,17.98,19.91,NA,8.87756723432721,NA,3.40330248014214
"JOSHMORGAN","Josh Morgan","WR","CHI",410,19.6500044818255,47.3,NA,NA,NA,NA,10.6,11.4,30.1,9.56,18.0066666666667,19.6500044818255,NA,16.6023889847214,NA,5.30582328431216
"JOHNATHANFRANKLIN","Johnathan Franklin","RB","GB",411,19.6,NA,NA,NA,NA,NA,NA,11.8,31.4,NA,19.6,19.6,NA,13.8592929112563,NA,4.63023522335294
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",412,19.48,NA,NA,NA,NA,NA,19.48,NA,NA,NA,19.48,19.48,NA,NA,NA,NA
"KELLENDAVIS","Kellen Davis","TE","NYG",413,19.35,NA,NA,NA,NA,NA,1.3,37.4,NA,NA,19.35,19.35,NA,25.5265548008344,NA,7.50372657239144
"MARKSANCHEZ","Mark Sanchez","QB","PHI",414,18.479722397666,24.18,9.54,12.72,NA,NA,7.2,8.76,49.56,NA,18.66,18.479722397666,NA,16.3283802013549,NA,5.2383385671595
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",415,17.2186056325148,22.7,14.2,NA,NA,NA,11.9,6.7,44.3,NA,16.3,17.2186056325148,NA,14.7810013192612,NA,4.85723973922
"TANDONDOSS","Tandon Doss","WR","JAC",416,16.85,NA,NA,NA,NA,NA,6.8,NA,26.9,NA,16.85,16.85,NA,14.2128463018496,NA,4.71731071877835
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",417,16.77,20.2,17.1,NA,NA,NA,NA,NA,NA,15.69,17.6633333333333,16.77,NA,2.30716998362352,NA,1.78510106850603
"KYLEWILLIAMS","Kyle Williams","WR","KC",418,16.675,39.2,NA,NA,NA,NA,6.7,NA,NA,10.75,18.9666666666667,16.675,NA,17.7108958930183,NA,5.57883378510377
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",419,16.4,NA,NA,NA,NA,NA,NA,16.4,NA,NA,16.4,16.4,NA,NA,NA,NA
"GARYBARNIDGE","Gary Barnidge","TE","CLE",420,15.9,NA,NA,NA,NA,NA,14.6,7.7,NA,22.9,15,15.9,NA,7.61073802816345,NA,3.09129930415511
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",421,15.7558826102864,NA,28,NA,NA,NA,15.3,NA,28.8,5.08,15.351,15.7558826102864,NA,11.3158929534232,NA,4.00382965835001
"JOSHHILL","Josh Hill","TE","NO",422,15.6,NA,NA,NA,NA,NA,8.2,NA,NA,23,15.6,15.6,NA,10.4651803615609,NA,3.79431046726901
"JACOBYFORD","Jacoby Ford","WR","NYJ",423,15.55,NA,23.6,NA,NA,NA,6.8,24.9,16.5,NA,18.3833333333333,15.55,NA,8.2995983838577,NA,3.2609564432094
"JUSTINBROWN","Justin Brown","WR","PIT",423,15.55,NA,31.1,NA,NA,NA,NA,NA,NA,NA,15.55,15.55,NA,NA,NA,NA
"TYLERGAFFNEY","Tyler Gaffney","RB","NE",425,15.4,NA,NA,NA,NA,NA,NA,NA,30.8,NA,15.4,15.4,NA,NA,NA,NA
"CHASEFORD","Chase Ford","TE","MIN",426,15.3,NA,NA,NA,NA,NA,15.3,NA,NA,NA,15.3,15.3,NA,NA,NA,NA
"FRANKSUMMERS","Frank Summers","RB","BUF",427,15.1025,25,10.4,NA,NA,NA,NA,NA,NA,13.61,16.3366666666667,15.1025,NA,7.67242030478866,NA,3.10649082809183
"BRUCEMILLER","Bruce Miller","RB","SF",428,15.04,23.5,11.6,NA,NA,NA,NA,NA,NA,18.36,17.82,15.04,NA,5.96834985569713,NA,2.6868009522701
"MICHAELCOX","Michael Cox","RB","NYG",429,14.9519960159204,10.5,NA,NA,NA,NA,21,NA,NA,9.3,10.1666666666667,14.9519960159204,NA,6.43661401670164,NA,2.80212818401015
"BRENTONBERSIN","Brenton Bersin","WR","CAR",430,14.8,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,NA,NA,NA,NA
"ERIKLORIG","Erik Lorig","RB","NO",431,14.72,16.9,14.1,NA,NA,NA,NA,NA,NA,11.53,14.1766666666667,14.72,NA,2.68582079322753,NA,1.8783577242665
"MYLESWHITE","Myles White","WR","GB",432,14.7,NA,NA,NA,NA,NA,1.3,30.1,NA,NA,14.7,14.7,NA,20.3646752981726,NA,6.23242433918047
"CHRISRAINEY","Chris Rainey","RB","IND",433,14.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,14.6,14.6,NA,NA,NA,NA
"STEPHENHOUSTON","Stephen Houston","RB","PIT",434,14.5,NA,NA,NA,NA,NA,14.5,NA,NA,NA,14.5,14.5,NA,NA,NA,NA
"DIONSIMS","Dion Sims","TE","MIA",435,14.05,NA,NA,NA,NA,NA,12,NA,NA,16.1,14.05,14.05,NA,2.89913780286485,NA,1.93089486516526
"EDWINBAKER","Edwin Baker","RB","CLE",436,13.9663250101648,9.7,5.5,18.1,NA,NA,39.8,NA,NA,NA,18.1083333333333,13.9663250101648,NA,15.2762069899566,NA,4.97920230629063
"JOSHBOYCE","Josh Boyce","WR","NE",437,13.9,NA,NA,NA,NA,NA,14,NA,26.1,NA,13.3666666666667,13.9,NA,8.55599205235723,NA,3.32410279197181
"AJMCCARRON","A.J. McCarron","QB","CIN",438,13.39,NA,NA,NA,NA,NA,NA,NA,26.78,NA,13.39,13.39,NA,NA,NA,NA
"JARONBROWN","Jaron Brown","WR","ARI",439,13.3,NA,15,NA,NA,NA,11.6,NA,NA,NA,13.3,13.3,NA,2.40416305603426,NA,1.80898917156969
"VANCEMCDONALD","Vance McDonald","TE","SF",440,13.13,43.1,NA,NA,NA,NA,10.8,8.6,NA,14.72,19.305,13.13,NA,16.064000124502,NA,5.17322527229349
"MARIONGRICE","Marion Grice","RB","SD",441,13.09502436925,20.6,NA,NA,NA,NA,1,NA,48.5,NA,17.525,13.09502436925,NA,23.8705536871966,NA,7.09587553424109
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",442,13.0125,NA,16.7,NA,NA,NA,13.5,NA,NA,11.95,14.05,13.0125,NA,2.42229230275786,NA,1.81345416379476
"DOMENIKHIXON","Domenik Hixon","WR",NA,443,13,NA,NA,NA,NA,NA,NA,NA,13,NA,13,13,NA,NA,NA,NA
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",444,12.9,10.1,15.2,NA,NA,NA,21.6,NA,NA,NA,15.6333333333333,12.9,NA,5.76223336331785,NA,2.63603720295586
"LAMICHAELJAMES","LaMichael James","RB","SF",445,12.8943579413804,9.8,6.8,NA,NA,NA,27,NA,NA,18.57,12.414,12.8943579413804,NA,9.12592780671277,NA,3.46447038422679
"ORSONCHARLES","Orson Charles","RB","CIN",446,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,12.8,12.8,NA,NA,NA,NA
"WILLIAMPOWELL","William Powell","RB","HOU",446,12.8,NA,NA,NA,NA,NA,12.8,NA,NA,NA,12.8,12.8,NA,NA,NA,NA
"STORMJOHNSON","Storm Johnson","RB","JAC",448,12.67,33.7,10.7,15.6,NA,NA,1,NA,NA,12.63,14.706,12.67,162.5,11.9350483869987,21.5,5.1207581401583
"RHETTELLISON","Rhett Ellison","TE","MIN",449,12.55,NA,NA,NA,NA,NA,8.3,NA,NA,16.8,12.55,12.55,NA,6.01040764008565,NA,2.69715922490886
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",450,12.475,23.6,11.7,NA,NA,NA,2.7,NA,NA,NA,12.6666666666667,12.475,NA,10.4834790662897,NA,3.79881719474581
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",451,12.415,19.8,6.1,NA,NA,NA,NA,NA,NA,13.28,13.06,12.415,NA,6.85264912278456,NA,2.90459209452659
"CRAIGSTEVENS","Craig Stevens","TE","TEN",452,12.35,NA,NA,NA,NA,NA,15.8,NA,NA,8.9,12.35,12.35,NA,4.87903679018718,NA,2.41851763954755
"CYRUSGRAY","Cyrus Gray","RB","KC",453,12.325,21.8,4.8,NA,NA,NA,14.2,NA,NA,NA,13.6,12.325,NA,8.51586754241751,NA,3.31422065910401
"CHASEDANIEL","Chase Daniel","QB","KC",454,12.09,NA,NA,NA,NA,NA,-1.24,14.76,NA,18.56,10.6266666666667,12.09,NA,10.5077748992512,NA,3.80480093510352
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",455,12.06,NA,NA,NA,NA,NA,12.06,NA,NA,NA,12.06,12.06,NA,NA,NA,NA
"LAVELLEHAWKINS","Lavelle Hawkins","WR","TB",456,11.9,NA,NA,NA,NA,NA,NA,11.9,NA,NA,11.9,11.9,NA,NA,NA,NA
"STANLEYHAVILI","Stanley Havili","RB","IND",457,11.89,15.1,6,NA,NA,NA,17.1,NA,NA,14.96,13.29,11.89,NA,4.95732454723984,NA,2.43779887234712
"RYANWILLIAMS","Ryan Williams","RB","DAL",458,11.875,20.3,NA,10,NA,NA,14,6.3,NA,NA,12.15,11.875,NA,5.991382700735,NA,2.69247363550858
"KENJONBARNER","Kenjon Barner","RB","CAR",459,11.740908954131,12.7,11.3,17.9,NA,NA,1.9,NA,NA,11.7,10.98,11.740908954131,NA,5.78446194559183,NA,2.6415118069778
"VIRGILGREEN","Virgil Green","TE","DEN",460,11.4,NA,NA,NA,NA,NA,5.6,NA,NA,17.2,11.4,11.4,NA,8.20243866176395,NA,3.2370272965464
"DIONLEWIS","Dion Lewis","RB","CLE",461,11.279348468339,24.9,NA,NA,NA,NA,2.7,16.6,NA,NA,11.05,11.279348468339,NA,11.2171000411574,NA,3.97949827868022
"MATTSPAETH","Matt Spaeth","TE","PIT",462,11.215,NA,NA,NA,NA,NA,10,NA,NA,12.43,11.215,11.215,NA,1.71826947828331,NA,1.6400627104444
"BEARPASCOE","Bear Pascoe","TE","ATL",463,11.145,NA,NA,NA,NA,NA,7.7,NA,NA,14.59,11.145,11.145,NA,4.87196572237531,NA,2.41677612963905
"MICHAELFORD","Michael Ford","RB","CHI",464,10.975,20.1,13.7,NA,NA,NA,1.6,NA,NA,NA,11.8,10.975,NA,9.39521154631443,NA,3.53079138597556
"ANTHONYARMSTRONG","Anthony Armstrong","WR","CLE",465,10.75,NA,NA,NA,NA,NA,NA,NA,NA,10.75,10.75,10.75,NA,NA,NA,NA
"JOSEPHMORGAN","Joseph Morgan","WR","NOS",466,10.6,NA,NA,NA,NA,NA,10.6,NA,NA,NA,10.6,10.6,NA,NA,NA,NA
"BRITTANGOLDEN","Brittan Golden","WR","ARI",467,10.3,NA,NA,NA,NA,NA,10.3,NA,NA,NA,10.3,10.3,NA,NA,NA,NA
"WILLJOHNSON","Will Johnson","RB","PIT",468,10.065,16.8,4.7,NA,NA,NA,NA,NA,NA,10.13,10.5433333333333,10.065,NA,6.0605802802482,NA,2.7095160785417
"MARCUSTHIGPEN","Marcus Thigpen","WR","MIA",469,9.8,NA,NA,NA,NA,NA,9.8,NA,NA,NA,9.8,9.8,NA,NA,NA,NA
"JAMESDEVELIN","James Develin","RB","NE",470,9.7,13.4,6,NA,NA,NA,NA,NA,NA,NA,9.7,9.7,NA,5.23259018078045,NA,2.50559313497296
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",471,9.7,15.7,3.7,NA,NA,NA,NA,NA,NA,NA,9.7,9.7,NA,8.48528137423857,NA,3.30668769288673
"DAVIDPAULSON","David Paulson","TE","PIT",472,9.65,NA,NA,NA,NA,NA,5.7,13.6,NA,NA,9.65,9.65,NA,5.58614357137373,NA,2.59266863039837
"JALENPARMELE","Jalen Parmele","RB","ARI",473,9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.6,NA,NA,NA,NA
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",474,9.55212637536989,8,22.1,NA,NA,NA,4.8,10.5,NA,NA,9.08,9.55212637536989,NA,7.53679861302751,NA,3.07308901010695
"JEROMEFELTON","Jerome Felton","RB","MIN",475,9.4,13.3,5.5,NA,NA,NA,NA,NA,NA,NA,9.4,9.4,NA,5.51543289325507,NA,2.57525353131329
"DEONTETHOMPSON","Deonte Thompson","WR","BAL",476,8.6,NA,NA,NA,NA,NA,8.6,NA,NA,NA,8.6,8.6,NA,NA,NA,NA
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",477,8.57,NA,NA,NA,NA,NA,6.24,10.9,NA,NA,8.57,8.57,NA,3.29511760032931,NA,2.02841942004172
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",478,8.4,14.8,15.2,NA,NA,NA,NA,6.2,NA,NA,12.0666666666667,8.4,NA,5.08461732417823,NA,2.46914938944267
"ANTONESMITH","Antone Smith","RB","ATL",479,8.33067337941382,4.1,15.1,NA,NA,NA,15,NA,NA,NA,8.55,8.33067337941382,NA,6.3221831672295,NA,2.77394538849794
"JOEMCKNIGHT","Joe McKnight","RB","KC",480,8.25,12.7,NA,NA,NA,NA,3.8,NA,NA,NA,8.25,8.25,NA,6.29325035256027,NA,2.76681962124919
"MATTMOORE","Matt Moore","QB","MIA",481,8.17,23.98,NA,NA,NA,NA,3.48,2.64,NA,NA,9.36666666666667,8.17,NA,12.0854678574449,NA,4.19336571660192
"LEONWASHINGTON","Leon Washington","RB","TEN",482,8.1,11,5.2,NA,NA,NA,NA,NA,NA,NA,8.1,8.1,NA,4.10121933088198,NA,2.22695154961165
"DJWILLIAMS","D.J. Williams","TE","NE",483,7.75,NA,NA,NA,NA,NA,NA,15.5,NA,NA,7.75,7.75,NA,NA,NA,NA
"EVANROYSTER","Evan Royster","RB","WAS",484,7.7,7.3,NA,NA,NA,NA,8.1,NA,NA,NA,7.7,7.7,NA,0.565685424949237,NA,1.35619659535757
"RYANTAYLOR","Ryan Taylor","TE","GB",485,7.66,NA,NA,NA,NA,NA,1.6,NA,NA,13.72,7.66,7.66,NA,8.57013418798096,NA,3.32758581178882
"JEWELHAMPTON","Jewel Hampton","RB","SFO",486,7.6,NA,NA,NA,NA,NA,7.6,NA,NA,NA,7.6,7.6,NA,NA,NA,NA
"JAMESHANNA","James Hanna","TE","DAL",487,7.5,NA,NA,NA,NA,NA,7.5,NA,NA,NA,7.5,7.5,NA,NA,NA,NA
"TAVARRESKING","Tavarres King","WR","CAR",488,7.4,NA,NA,NA,NA,NA,NA,NA,NA,14.8,7.4,7.4,NA,NA,NA,NA
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",489,6.9,17.5,3.7,NA,NA,NA,NA,NA,NA,9.65,10.2833333333333,6.9,NA,6.92176518912144,NA,2.92161446194906
"JOHNPHILLIPS","John Phillips","TE","SDC",489,6.9,NA,NA,NA,NA,NA,6.9,NA,NA,NA,6.9,6.9,NA,NA,NA,NA
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",491,6.8675,7.1,5.4,NA,NA,NA,NA,NA,NA,12.17,8.22333333333333,6.8675,NA,3.52202120001191,NA,2.08430275727409
"DREWSTANTON","Drew Stanton","QB","ARI",492,6.82,NA,NA,NA,NA,NA,3.46,1.68,NA,21.02,8.62,6.82,NA,10.6892282228419,NA,3.84949047413392
"TYLERCLUTTS","Tyler Clutts","RB","DAL",493,6.8,12.6,1,NA,NA,NA,NA,NA,NA,NA,6.8,6.8,NA,8.20243866176395,NA,3.2370272965464
"TJJONES","T.J. Jones","WR","DET",494,6.55,NA,13.1,NA,NA,NA,NA,NA,NA,NA,6.55,6.55,NA,NA,NA,NA
"ALVESTERALEXANDER","Alvester Alexander","RB","PIT",495,6.45,8.7,NA,NA,NA,NA,4.2,NA,NA,NA,6.45,6.45,NA,3.18198051533946,NA,2.00055526150559
"DANHERRON","Dan Herron","RB","IND",496,6.4,NA,36,NA,NA,NA,7.8,NA,NA,NA,14.2666666666667,6.4,NA,19.9404112294606,NA,6.12793374466997
"COLLINMOONEY","Collin Mooney","RB","TEN",497,6.2,11,1.4,NA,NA,NA,NA,NA,NA,NA,6.2,6.2,NA,6.78822509939086,NA,2.88872531484476
"JEREMYSTEWART","Jeremy Stewart","RB","OAK",498,6.15,11.8,NA,NA,NA,NA,0.5,NA,NA,NA,6.15,6.15,NA,7.99030662740799,NA,3.18478199929115
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB","PIT",499,5.98,NA,NA,NA,NA,NA,0.24,7.4,NA,18.8,8.64666666666667,5.98,NA,9.36037036304298,NA,3.52221046616179
"BRICEBUTLER","Brice Butler","WR","OAK",500,5.3,NA,NA,NA,NA,NA,5.3,NA,NA,NA,5.3,5.3,NA,NA,NA,NA
"ISAIAHPEAD","Isaiah Pead","RB","STL",501,5.15,10.3,NA,NA,NA,NA,NA,NA,44.9,NA,13.8,5.15,NA,24.4658946290545,NA,7.24250008611521
