"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,443.704598976852,447.76,448.28,471,449.5,NA,437.92,462.98,437.98,435.32,447.8675,443.704598976852
"DREWBREES","Drew Brees","QB","NO",2,412.876691880523,410.6,422.42,411.6,418.08,NA,401.92,417.42,416.22,405.78,413.11,412.876691880523
"AARONRODGERS","Aaron Rodgers","QB","GB",3,405.011359353006,421.46,423.26,429.62,415.42,NA,376.74,413.2,410.08,379.08,407.1825,405.011359353006
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",4,365.872142215395,393.82,399.28,355.24,376.3,NA,362.96,329.06,361.58,354.92,365.595,365.872142215395
"NICKFOLES","Nick Foles","QB","PHI",5,357.546410679322,343.3,376.7,338.06,366.64,NA,367.3,368.3,359.94,354.74,359.1625,357.546410679322
"ANDREWLUCK","Andrew Luck","QB","IND",6,352.43833984927,370.58,346.36,335.34,352.46,NA,362,344.1,373,342.48,352.6,352.43833984927
"TOMBRADY","Tom Brady","QB","NE",7,344.313624020921,353.42,371.28,317.58,NA,NA,347.5,323.84,352.68,352,344.534285714286,344.313624020921
"MATTRYAN","Matt Ryan","QB","ATL",8,343.025103728766,370.98,348.64,323.68,352.48,NA,322.76,338.4,347.48,348.92,342.6825,343.025103728766
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",9,339.903757421687,363.14,393.14,316.52,354.24,NA,348.4,331.22,350.54,314.14,345.6825,339.903757421687
"TONYROMO","Tony Romo","QB","DAL",10,339.779683079201,363.94,346.28,327.06,NA,NA,322.54,322.16,353.68,340.98,338.82,339.779683079201
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",11,338.788738389585,360.32,339.8,337.86,352.2,NA,318.96,324.88,355.2,334.48,339.9675,338.788738389585
"CAMNEWTON","Cam Newton","QB","CAR",12,336.145878033662,342.94,334.1,336.3,340.62,NA,344.36,349.2,358.14,312.84,339.2725,336.145878033662
"JAYCUTLER","Jay Cutler","QB","CHI",13,327.525420833131,356.98,336.68,307.72,NA,NA,328.84,312.66,335.54,315.18,327.94,327.525420833131
"RUSSELLWILSON","Russell Wilson","QB","SEA",14,324.84669369821,331.74,319,328.26,NA,NA,342.88,330.14,340.58,307.84,327.154285714286,324.84669369821
"PHILIPRIVERS","Philip Rivers","QB","SD",15,320.811862219307,323.18,335.44,324.18,NA,NA,306.6,321.26,334.02,316.95,321.955714285714,320.811862219307
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",16,317.203457007928,340.84,334.74,295.76,NA,NA,322.84,311.68,323.96,284.74,315.68,317.203457007928
"ANDYDALTON","Andy Dalton","QB","CIN",17,304.741993454142,321.26,313.22,300.18,NA,NA,305.16,294.6,322.2,298.6,306.777142857143,304.741993454142
"ALEXSMITH","Alex Smith","QB","KC",18,299.571678087854,308.96,288.66,255.58,NA,NA,312.04,318.06,319.74,307.52,300.888571428571,299.571678087854
"CARSONPALMER","Carson Palmer","QB","ARI",19,289.357667373867,318.84,321.68,273.94,NA,NA,274.62,271.7,323.3,258.3,290.491428571429,289.357667373867
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",20,283.520134622419,303.98,310.76,277.78,NA,NA,264.64,278.9,315.82,294.54,290.934285714286,283.520134622419
"SAMBRADFORD","Sam Bradford","QB","STL",21,276.281535343662,300.22,318.86,225.94,NA,NA,297.2,253.5,293.7,252.56,277.205714285714,276.281535343662
"JOEFLACCO","Joe Flacco","QB","BAL",22,272.869715836755,296.22,277.16,264.3,NA,NA,260.1,270.96,284.3,271.42,274.5,272.869715836755
"ELIMANNING","Eli Manning","QB","NYG",23,269.3714177218,286.34,278.38,277.18,NA,NA,237.3,265.74,281.86,256.01,268.061428571429,269.3714177218
"JAMAALCHARLES","Jamaal Charles","RB","KC",24,264.536841136094,293.2,252.9,250.7,261.6,NA,270.6,268.3,243.8,249.5,260.508333333333,264.536841136094
"LESEANMCCOY","LeSean McCoy","RB","PHI",25,253.800425004237,280.2,238.8,246.4,257.4,NA,270,259,251.6,230.1,254.954166666667,253.800425004237
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",26,243.989041342938,294.92,195.16,205.34,NA,NA,251.5,206.3,320,288.72,251.845714285714,243.989041342938
"EJMANUEL","E.J. Manuel","QB","BUF",27,242.374618261575,245.32,227.14,212.72,NA,NA,242.52,253.62,276.12,255.18,243.674285714286,242.374618261575
"MATTFORTE","Matt Forte","RB","CHI",28,241.945482379613,258.8,238.4,240.3,243.1,NA,232.6,230.5,238.7,225.3,239.179166666667,241.945482379613
"ADRIANPETERSON","Adrian Peterson","RB","MIN",29,237.811174837943,246.6,218.6,255.4,239.7,NA,244,236.2,252,229.8,239.679166666667,237.811174837943
"JAKELOCKER","Jake Locker","QB","TEN",30,232.618609414211,284.92,245.66,194.72,NA,NA,184.32,162.16,303.14,282.02,235.451428571429,232.618609414211
"JOSHMCCOWN","Josh McCown","QB","TB",31,230.509352715737,280.4,283.74,261.3,NA,NA,219.32,197.26,210.34,194.44,234.137142857143,230.509352715737
"CALVINJOHNSON","Calvin Johnson","WR","DET",32,228.925278987425,231.8,231,238.4,227.4,NA,230.5,219.7,238.7,203.8,228.079166666667,228.925278987425
"GENOSMITH","Geno Smith","QB","NYJ",33,224.110654904527,241.74,218.78,183.86,NA,NA,203.14,231.34,216.88,250.58,219.42,224.110654904527
"EDDIELACY","Eddie Lacy","RB","GB",34,221.100909908158,244.9,195.9,218.1,220.6,NA,242.7,206.6,234.6,223.1,222.8875,221.100909908158
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",35,219.674890047265,214,224.6,218,219.7,NA,233,222.9,218.3,196.4,218.879166666667,219.674890047265
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",36,209.725370318349,238.2,192,195.4,208.8,NA,211.6,212.6,206.9,195.3,206.75,209.725370318349
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",37,208.825566173775,202.3,185.4,234.4,203.8,NA,225.4,206.6,231.2,204.9,210.883333333333,208.825566173775
"MONTEEBALL","Montee Ball","RB","DEN",38,205.074810893865,235.8,194.1,187.6,211.1,NA,222.7,210.1,213.8,190.7,207.2375,205.074810893865
"DEZBRYANT","Dez Bryant","WR","DAL",39,204.849928385825,199.5,205.3,205.5,197.8,NA,220.5,194.6,215.1,206.9,205.35,204.849928385825
"JULIOJONES","Julio Jones","WR","ATL",40,198.999030157372,194.2,201.3,194.6,197.7,NA,208.7,208.1,202.6,192.82,200.399166666667,198.999030157372
"LEVEONBELL","Le'Veon Bell","RB","PIT",41,198.625171500076,205.3,187.5,197.1,201.8,NA,185.3,205.6,213.6,180,196.558333333333,198.625171500076
"AJGREEN","A.J. Green","WR","CIN",42,198.25,193.4,194.8,199.6,196.6,NA,204.7,190.7,216.3,181.8,197.304166666667,198.25
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",43,195.475,188.3,195.8,195,192.6,NA,206,177.4,203,190.8,194.470833333333,195.475
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",44,194.908667095721,240.84,115.52,196.6,NA,NA,208.02,183,188.32,233.74,194.411428571429,194.908667095721
"JIMMYGRAHAM","Jimmy Graham","TE","NO",45,194.812061207261,202.9,201.8,189.5,189.5,NA,220,180.6,192.5,184.2,195.325,194.812061207261
"DOUGMARTIN","Doug Martin","RB","TB",46,193.880084483972,204.3,180.4,204.8,NA,NA,202.4,194.2,196.2,180.2,193.654285714286,193.880084483972
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",47,193.031517749945,231.7,188.4,182.5,199.1,NA,163.4,201.4,213.1,176,193.533333333333,193.031517749945
"ARIANFOSTER","Arian Foster","RB","HOU",48,192.697452048176,198,180.6,188.1,NA,NA,176.6,196.9,214.8,193.4,192.434285714286,192.697452048176
"MATTSCHAUB","Matt Schaub","QB","OAK",49,192.279751127759,234.12,165.42,151.1,NA,NA,249.66,244.2,207.98,115.87,195.238571428571,192.279751127759
"ZACSTACY","Zac Stacy","RB","STL",50,190.549983163421,205.9,181.7,185.4,NA,NA,184,203.3,187.4,189.7,190.102857142857,190.549983163421
"ANDREELLINGTON","Andre Ellington","RB","ARI",51,187.675204994262,196,170,168.4,NA,NA,211,192.1,191.6,186,187.26,187.675204994262
"JORDYNELSON","Jordy Nelson","WR","GB",52,184.350435595247,187.2,192,188.6,185.3,NA,183.8,169.9,190,168.2,183.1125,184.350435595247
"TOBYGERHART","Toby Gerhart","RB","JAC",53,184.125298048504,195.4,174.7,154.4,NA,NA,200.6,218.4,175.5,174.2,183.742857142857,184.125298048504
"ALFREDMORRIS","Alfred Morris","RB","WAS",54,183.375112988678,206.2,186.1,188.9,NA,NA,172.8,183.6,192.3,175.3,184.92,183.375112988678
"ANTONIOBROWN","Antonio Brown","WR","PIT",55,182.175003232918,185.5,171.5,190.2,185.5,NA,181,187.6,189.9,164.86,182.668333333333,182.175003232918
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",56,181.425,182.5,169.6,190.9,186.6,NA,181.4,175.4,187.6,175.01,183.864166666667,181.425
"RANDALLCOBB","Randall Cobb","WR","GB",57,170.974986474609,169.2,157.3,183.6,175.8,NA,165.6,163.1,179.3,161.26,171.689166666667,170.974986474609
"FRANKGORE","Frank Gore","RB","SF",58,169.425237363148,171.1,149.1,173.3,NA,NA,196.2,174.8,178.5,161.3,171.305714285714,169.425237363148
"VINCENTJACKSON","Vincent Jackson","WR","TB",59,169.424058965316,169.5,161.8,172.7,NA,NA,177.9,160.9,182.2,153,169.211428571429,169.424058965316
"REGGIEBUSH","Reggie Bush","RB","DET",60,167.822810974377,180.6,154.5,184,NA,NA,173.3,144.6,192.4,137.5,165.242857142857,167.822810974377
"RYANMATHEWS","Ryan Mathews","RB","SD",61,167.552020896949,179.8,167.9,166.1,NA,NA,162,160,183.1,159.1,167.445714285714,167.552020896949
"CJSPILLER","C.J. Spiller","RB","BUF",62,167.459436852918,178.3,151.3,167.7,NA,NA,182.6,153,180,160.9,166.617142857143,167.459436852918
"ANDREJOHNSON","Andre Johnson","WR","HOU",63,166.650338494087,164.4,157.9,178.7,NA,NA,178,144.9,182.2,150,165.865714285714,166.650338494087
"BISHOPSANKEY","Bishop Sankey","RB","TEN",64,164.550046590648,191.3,165,129.6,NA,NA,190.1,191.4,169.6,133.2,166.422857142857,164.550046590648
"RASHADJENNINGS","Rashad Jennings","RB","NYG",65,163.175507013784,165.9,150.3,159.8,NA,NA,159.2,188.3,184.5,149.5,164.597142857143,163.175507013784
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",66,162.672857148321,274.34,247.38,120.1,NA,NA,145.5,82.7,163.9,124.67,165.007142857143,162.672857148321
"RAYRICE","Ray Rice","RB","BAL",67,161.971113910526,169.3,152.3,165.1,NA,NA,144.5,184.3,161.5,146.1,160.142857142857,161.971113910526
"JOIQUEBELL","Joique Bell","RB","DET",68,161.550082376204,185,155.2,164.9,NA,NA,151.3,170.2,166.3,144.1,161.314285714286,161.550082376204
"TRENTRICHARDSON","Trent Richardson","RB","IND",69,161.000197776731,172,143.3,173.3,NA,NA,169.3,177.4,159.2,144.2,161.671428571429,161.000197776731
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",70,160.937178067739,175.1,164.1,154.8,NA,NA,157.5,146.4,175.8,155.12,161.975428571429,160.937178067739
"CHADHENNE","Chad Henne","QB","JAC",71,159.60624611643,219.74,79.6,147.3,NA,NA,167.54,157.64,173.58,183.29,160.635714285714,159.60624611643
"CHRISJOHNSON","Chris Johnson","RB","NYJ",72,159.052909472184,164,147.1,161.2,NA,NA,178,175.9,163.4,141.3,160.602857142857,159.052909472184
"MICHAELCRABTREE","Michael Crabtree","WR","SF",73,156.700325379119,171.4,168.5,141.5,NA,NA,161.6,151.6,170,127.48,155.924571428571,156.700325379119
"PIERREGARCON","Pierre Garcon","WR","WAS",74,156.535619533685,167.6,154.3,150.8,NA,NA,158.2,142,178.9,147.35,157.098571428571,156.535619533685
"KEENANALLEN","Keenan Allen","WR","SD",75,156.303804326021,159.3,152.9,152.5,NA,NA,160.2,160.9,176.9,151.1,158.622857142857,156.303804326021
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",76,156.30029881332,131.5,135.9,139.8,NA,NA,176.6,159.6,177.6,139.07,156.625428571429,156.30029881332
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",77,155.70250288596,161.4,162.3,140,140,NA,197.1,121.7,147.3,166,154.590833333333,155.70250288596
"JULIUSTHOMAS","Julius Thomas","TE","DEN",78,155.599996787957,157.1,158.3,164.3,164.3,NA,169.5,155.5,146.8,128,155.416666666667,155.599996787957
"BENTATE","Ben Tate","RB","CLE",79,155.224870834694,166.7,140.6,175.7,NA,NA,174.6,142.2,158.9,124.6,153.38,155.224870834694
"VICTORCRUZ","Victor Cruz","WR","NYG",80,154.850120934632,152.3,143.1,146.2,NA,NA,177.9,164.6,178.2,151.5,159.371428571429,154.850120934632
"RODDYWHITE","Roddy White","WR","ATL",81,154.647637253403,160.1,145.6,142.4,NA,NA,161.6,159.9,168.1,147.3,154.548571428571,154.647637253403
"WESWELKER","Wes Welker","WR","DEN",82,149.364290191794,155.3,143.8,135.8,NA,NA,160.3,144.7,167.6,142.8,149.694285714286,149.364290191794
"MICHAELFLOYD","Michael Floyd","WR","ARI",83,146.25,155.8,149.8,137.6,NA,NA,134.7,159.7,153.4,142.5,147.54,146.25
"SHANEVEREEN","Shane Vereen","RB","NE",84,145.321091245192,180.6,159.4,148.3,NA,NA,110.5,138,161.6,136,147.228571428571,145.321091245192
"TORREYSMITH","Torrey Smith","WR","BAL",85,144.562961190081,137.3,140.5,142.8,NA,NA,168,147.8,151.9,137.7,146.72,144.562961190081
"DESEANJACKSON","DeSean Jackson","WR","WAS",86,144.532377044468,136.6,141.3,147.7,NA,NA,152.6,132.2,155.9,141.83,144.363142857143,144.532377044468
"PERCYHARVIN","Percy Harvin","WR","SEA",87,144.024934607867,132.8,113.8,129.7,NA,NA,132.9,169.2,157.2,131,142.708571428571,144.024934607867
"MIKEWALLACE","Mike Wallace","WR","MIA",88,140.175300407678,132.4,134.7,131.7,NA,NA,133.3,139.5,153.4,147.41,139.750571428571,140.175300407678
"LAMARMILLER","Lamar Miller","RB","MIA",89,140.000209053056,156.6,134.4,84.1,NA,NA,148,122.7,150.5,147.4,134.34,140.000209053056
"PIERRETHOMAS","Pierre Thomas","RB","NO",90,138.375146924521,149.7,132.5,120.9,NA,NA,148.6,137.1,140.3,128.4,136.471428571429,138.375146924521
"FREDJACKSON","Fred Jackson","RB","BUF",91,138.01029354235,149.9,134.2,114.9,NA,NA,168,132.4,146.6,122.6,137.782857142857,138.01029354235
"VERNONDAVIS","Vernon Davis","TE","SF",92,137.421958824085,126.2,151.5,149.5,149.5,NA,152.5,125.7,133.9,101.7,136.170833333333,137.421958824085
"STEVANRIDLEY","Stevan Ridley","RB","NE",93,136.175084846678,170,128.2,164.7,NA,NA,131.8,141.5,130.4,131.64,141.377142857143,136.175084846678
"STEVENJACKSON","Steven Jackson","RB","ATL",94,136.071401187488,148.9,115.4,151.8,NA,NA,78,122,148.5,149,130.097142857143,136.071401187488
"MARQUESCOLSTON","Marques Colston","WR","NO",95,135.975297607784,128.5,133.8,126.7,NA,NA,133.5,148.7,138.7,139.6,135.294285714286,135.975297607784
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",96,135.875288832477,132.6,134.7,129.5,NA,NA,164.4,156,141.7,115,138.871428571429,135.875288832477
"TYHILTON","T.Y. Hilton","WR","IND",97,135.69470801435,126.5,126.9,141.3,NA,NA,127.3,148.8,150.3,136.56,137.166285714286,135.69470801435
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",98,135.602771350117,148.8,131.1,123.9,NA,NA,128.5,139.4,152,124.4,134.9,135.602771350117
"JULIANEDELMAN","Julian Edelman","WR","NE",99,135.512110522866,140.4,129.1,138.9,NA,NA,123.1,130.6,150.6,138.67,136.816857142857,135.512110522866
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",100,133.29186390436,141.8,150.6,129,NA,NA,126.3,120.5,146.9,133.02,135.486857142857,133.29186390436
"ERICDECKER","Eric Decker","WR","NYJ",101,132.925407400283,124.5,130.8,130.7,NA,NA,166.2,119.7,150.3,135.8,137.177142857143,132.925407400283
"KENDALLWRIGHT","Kendall Wright","WR","TEN",102,130.920464605095,136.5,128.8,129.9,NA,NA,121.8,126.5,152,138.99,133.303714285714,130.920464605095
"GOLDENTATE","Golden Tate","WR","DET",103,129.330043337051,146.6,136.5,139.1,NA,NA,117.4,102.5,137.3,122.27,129.139714285714,129.330043337051
"JORDANCAMERON","Jordan Cameron","TE","CLE",104,128.850000015079,108.4,134,129.9,129.9,NA,124.9,120.5,130,130.3,126.679166666667,128.850000015079
"REGGIEWAYNE","Reggie Wayne","WR","IND",105,127.507084132726,117.3,120.8,134.8,NA,NA,146,111.4,141.8,113.36,127.149142857143,127.507084132726
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",106,126.83086262946,137.5,131.3,130.7,NA,NA,120,109.5,136,133.56,128.494857142857,126.83086262946
"SAMMYWATKINS","Sammy Watkins","WR","BUF",107,126.603541057448,118.3,128.9,129.5,NA,NA,150,112.2,136.7,116.5,127.534285714286,126.603541057448
"JASONWITTEN","Jason Witten","TE","DAL",108,125.842612859011,128.2,129.3,123.8,123.8,NA,126,110.4,131.8,121.8,124.429166666667,125.842612859011
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",109,125.766303980096,130.4,121.2,126.4,NA,NA,150.8,124.2,139.1,91.1,125.451428571429,125.766303980096
"DANNYWOODHEAD","Danny Woodhead","RB","SD",110,125.361538359738,135.5,108.9,127.9,NA,NA,125,115.1,137,120.6,123.96,125.361538359738
"DENNISPITTA","Dennis Pitta","TE","BAL",111,122.528518102914,128.8,120.8,128,128,NA,130.5,104.5,129.2,101.9,121.5875,122.528518102914
"DWAYNEBOWE","Dwayne Bowe","WR","KC",112,118.45,110.2,101.7,103.3,NA,NA,120.6,124.4,142.8,119.7,118.122857142857,118.45
"GREGOLSEN","Greg Olsen","TE","CAR",113,117.565737348421,106.7,116.1,114.2,114.2,NA,115.1,117.4,125.1,121.3,116.220833333333,117.565737348421
"JORDANREED","Jordan Reed","TE","WAS",114,117.474611744432,118.5,115.5,104.9,104.9,NA,142.5,120.5,129,102.9,118.104166666667,117.474611744432
"RUEBENRANDLE","Rueben Randle","WR","NYG",115,116.499993020083,120.2,128,97.5,NA,NA,109,108.7,127,128.1,116.557142857143,116.499993020083
"CECILSHORTS","Cecil Shorts","WR","JAC",116,116.134649784694,98.2,104.2,118.2,NA,NA,138,118,121.5,117.8,116.557142857143,116.134649784694
"BERNARDPIERCE","Bernard Pierce","RB","BAL",117,115.99999852903,141.2,107.5,81.6,NA,NA,117,92.3,132.5,115.1,112.391428571429,115.99999852903
"MATTCASSEL","Matt Cassel","QB","MIN",118,114.831334011059,49.76,50.54,134.28,NA,NA,109,159.9,173.92,156.52,118.591428571429,114.831334011059
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",119,114.500220177924,110.8,118.7,105.6,105.6,NA,137.5,110.5,114.2,99.3,112.9,114.500220177924
"RILEYCOOPER","Riley Cooper","WR","PHI",120,113.75037279736,108.3,114.6,111.6,NA,NA,111.2,NA,140.5,96.2,114.511666666667,113.75037279736
"TERRANCEWEST","Terrance West","RB","CLE",121,112.724725507174,151.9,126.5,89.7,NA,NA,88.1,100.2,130.9,104,112.922857142857,112.724725507174
"BRIANHARTLINE","Brian Hartline","WR","MIA",122,112.499763141538,97.6,NA,90.6,NA,NA,108.5,126,127.8,115.6,110.6,112.499763141538
"BRANDINCOOKS","Brandin Cooks","WR","NO",123,112.26374349526,121.5,126.3,91.8,NA,NA,106.1,87.7,150.6,114.09,114.200857142857,112.26374349526
"MIKEEVANS","Mike Evans","WR","TB",124,111.939360276775,117.5,122,102.2,NA,NA,100,86.6,126.6,115.2,109.871428571429,111.939360276775
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",125,110.225181450066,100.2,101.2,121,NA,NA,112.2,105.7,130.7,118.8,112.611428571429,110.225181450066
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",126,110.075185567312,117.8,120.5,93.1,NA,NA,109.1,108.4,110,116.5,110.697142857143,110.075185567312
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",127,109.025297457119,115.9,93.9,131,NA,NA,95,120.2,125.1,88,109.28,109.025297457119
"GREGJENNINGS","Greg Jennings","WR","MIN",128,107.832441658069,87.1,98.5,99.2,NA,NA,131.3,98.7,120,119.8,107.725714285714,107.832441658069
"DARRENMCFADDEN","Darren McFadden","RB","OAK",129,107.250085034515,106.5,80.6,80.6,NA,NA,122.4,114,127.7,113.4,105.662857142857,107.250085034515
"JEREMYHILL","Jeremy Hill","RB","CIN",130,107.18315146583,135.3,88.9,97.4,NA,NA,115.8,104.2,85.1,115.47,105.538571428571,107.18315146583
"ANQUANBOLDIN","Anquan Boldin","WR","SF",131,106.506577857852,101.5,107.2,122.1,NA,NA,101.8,103.7,125.7,97.18,108.538857142857,106.506577857852
"JUSTINHUNTER","Justin Hunter","WR","TEN",132,105.912187206607,112.2,115.4,96.2,NA,NA,91,86,128.3,115.49,106.415142857143,105.912187206607
"DOUGBALDWIN","Doug Baldwin","WR","SEA",133,105.168435291431,96.4,113.5,84,NA,NA,119.3,95.5,122.2,100.49,104.758,105.168435291431
"KENNYSTILLS","Kenny Stills","WR","NO",134,104.872889488901,113.8,103.5,82.7,NA,NA,94.6,105.7,113.9,106.5,103.317142857143,104.872889488901
"DARRENSPROLES","Darren Sproles","RB","PHI",135,104.150626362486,118,95.9,101.4,NA,NA,108.5,95.6,134,89.1,105.617142857143,104.150626362486
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",136,103.675071825857,115.2,104.1,92,NA,NA,101.6,103.7,109.1,105.5,104.445714285714,103.675071825857
"HAKEEMNICKS","Hakeem Nicks","WR","IND",137,103.344574208174,99.4,108.1,100.1,NA,NA,102.8,79,122.5,97.6,101.488571428571,103.344574208174
"ZACHERTZ","Zach Ertz","TE","PHI",138,102.35,110.6,119.2,88.6,NA,NA,106.4,97.1,106.1,97.4,103.382857142857,102.35
"DANNYAMENDOLA","Danny Amendola","WR","NE",139,101.949962913463,92.3,89.4,100.7,NA,NA,112.5,117.8,123.9,48.17,97.6968571428572,101.949962913463
"TAVONAUSTIN","Tavon Austin","WR","STL",140,101.130024631204,88.7,91,88.5,NA,NA,72,118.1,127.8,83.51,99.5677142857143,101.130024631204
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",141,100.475197134908,104.3,98.2,103.5,NA,NA,85.7,101.2,113.7,108.8,102.057142857143,100.475197134908
"JAMESJONES","James Jones","WR","OAK",142,99.350106162952,87.4,89.3,100.3,NA,NA,141.4,107.6,112.1,88.8,103.611428571429,99.350106162952
"CHARLESCLAY","Charles Clay","TE","MIA",143,98.949459321401,83.1,99.8,98.4,NA,NA,105.4,100.7,112.5,93.19,99.8453571428571,98.949459321401
"CHRISIVORY","Chris Ivory","RB","NYJ",144,98.0499879878183,118.6,77.6,91.8,NA,NA,117.3,91.8,118.5,89.38,100.314285714286,98.0499879878183
"ANDREWILLIAMS","Andre Williams","RB","NYG",145,97.8511039449532,149.6,108.5,64,NA,NA,110.3,65.4,126,89.72,101.408571428571,97.8511039449532
"MARKUSWHEATON","Markus Wheaton","WR","PIT",146,97.5484083715806,90.4,92.3,90.6,NA,NA,104.5,61.2,116.5,120.29,96.6722857142857,97.5484083715806
"KHIRYROBINSON","Khiry Robinson","RB","NO",147,97.355,134,93.5,100.7,NA,NA,62,112.9,118.6,64.12,97.9171428571429,97.355
"ROBERTWOODS","Robert Woods","WR","BUF",148,96.2747205998784,78.7,100.3,73.6,NA,NA,119.4,94.6,117.7,83.74,95.7108571428572,96.2747205998784
"LADARIUSGREEN","Ladarius Green","TE","SD",149,96.1463066375623,97.1,109.5,82.4,NA,NA,109.5,88.4,104,87.7,97.0514285714286,96.1463066375623
"HEATHMILLER","Heath Miller","TE","PIT",150,95.5002704542579,105.3,102.5,75.2,NA,NA,93.3,98.2,98.7,93.8,94.9028571428572,95.5002704542579
"HARRYDOUGLAS","Harry Douglas","WR","ATL",151,95.075,91.4,115.4,77.7,NA,NA,87.9,101.5,103.4,95.1,95.8085714285714,95.075
"DELANIEWALKER","Delanie Walker","TE","TEN",152,94.8144941227852,94.7,96.4,89.8,NA,NA,98.5,93.6,103,93.9,95.5571428571428,94.8144941227852
"STEVESMITH","Steve Smith","WR","BAL",153,94.6517066073303,88.7,97.4,97.6,NA,NA,91.5,96.7,113.1,90.2,96.12,94.6517066073303
"KENNYBRITT","Kenny Britt","WR","STL",154,94.1246137444024,94.2,95.1,76.5,NA,NA,59.5,85.3,116,113.9,91.4371428571429,94.1246137444024
"CARLOSHYDE","Carlos Hyde","RB","SF",155,92.185,137.2,94.5,78.3,NA,NA,85.4,61.8,125,85.14,94.9057142857143,92.185
"ANTONIOGATES","Antonio Gates","TE","SD",156,91.8152128959128,91.7,106.8,84.4,NA,NA,89.7,100.2,100.6,79.2,92.9714285714286,91.8152128959128
"RODSTREATER","Rod Streater","WR","OAK",157,91.666205223399,106.3,103.1,81.4,NA,NA,86.6,75.5,98.7,93.69,91.9951428571429,91.666205223399
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",158,90.6595742081744,85.7,91.7,85,NA,NA,82.2,81.3,105.2,90.39,89.2808571428571,90.6595742081744
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",159,90.3746995923222,85.4,88.5,87.9,NA,NA,118.5,73.6,106.5,84.7,91.98,90.3746995923222
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",160,90.1501324255967,140.1,110.3,57.2,NA,NA,88.5,66.8,109.3,80.9,92.8428571428572,90.1501324255967
"MARKINGRAM","Mark Ingram","RB","NO",161,89.3555347153502,105,70.2,78.8,NA,NA,99.4,69,129.2,102.4,93.1457142857143,89.3555347153502
"MARQISELEE","Marqise Lee","WR","JAC",162,89.1252463807905,90.8,94.8,85.4,NA,NA,94.8,64.5,99.4,99.9,89.5657142857143,89.1252463807905
"AARONDOBSON","Aaron Dobson","WR","NE",163,88.8974993148066,90.5,47.7,91.2,NA,NA,98.1,72.5,114.3,94.8,87.02,88.8974993148066
"NATEWASHINGTON","Nate Washington","WR","TEN",164,87.924459321401,84.3,76.4,72,NA,NA,112.8,69.1,96.3,94.3,86.32,87.924459321401
"MARVINJONES","Marvin Jones","WR","CIN",165,87.5502995381657,83.4,93.9,77.1,NA,NA,95,74,81.2,97.21,86.9762857142857,87.5502995381657
"MICHAELVICK","Michael Vick","QB","NYJ",166,87.2933124192815,97.48,93.5,163.52,NA,NA,16.1,46.6,169.28,9.97,85.3271428571429,87.2933124192815
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",167,87.1001943483197,133.3,NA,64.2,NA,NA,106.3,65.3,101.1,63.75,87.8083333333333,87.1001943483197
"DWAYNEALLEN","Dwayne Allen","TE","IND",168,87.0247594958722,86.5,94.5,59.1,NA,NA,98.9,91.3,93.8,69.3,84.9228571428571,87.0247594958722
"ODELLBECKHAM","Odell Beckham","WR","NYG",169,86.9107411640246,78.4,87.4,84.1,NA,NA,89.5,84.6,89.9,89.3,86.3457142857143,86.9107411640246
