name,player,pos,team,overallRank,projectedPtsMean,projectedPtsMedian,pick,sdPts,sdPick,risk
THEORIDDICK,Theo Riddick,RB,DET,390,26.45,23.3,181.5,12.43583532,13.4,4.34107485
MIKETHOMAS,Mike Thomas,WR,HOU,391,23.25,23.25,0,30.19345956,0,8.653123112
SHAUNDRAUGHN,Shaun Draughn,RB,CHI,392,27.29333333,23.2199943,0,21.18856925,0,6.435338455
JUSTINFORSETT,Justin Forsett,RB,BAL,393,23.175,23.09999655,0,14.26218777,0,4.729462866
ROBERTHERRON,Robert Herron,WR,TB,394,25.8,22.725,0,15.73891144,0,5.093160255
DWAYNEHARRIS,Dwayne Harris,WR,DAL,395,19.89833333,22.68,0,20.72637289,0,6.321505644
DAMIANWILLIAMS,Damian Williams,WR,MIA,396,24.075,22.575,0,15.81062407,0,5.110822121
DENNISJOHNSON,Dennis Johnson,RB,HOU,397,21.36666667,22.2,0,13.93000359,0,4.647650322
KYLEORTON,Kyle Orton,QB,NA,398,21.66,21.66,0,0,0,0
JIMMYCLAUSEN,Jimmy Clausen,QB,CHI,399,21.62,21.62,0,0,0,0
NICKTOON,Nick Toon,WR,NO,400,26.475,21.32803353,0,22.78265056,0,6.827939471
MICHAELHOOMANAWANUI,Michael Hoomanawanui,TE,NE,401,19.32333333,21.1675,0,8.283093223,0,3.256891442
ZACHMETTENBERGER,Zach Mettenberger,QB,TEN,402,21.69333333,21.14,0,14.70782105,0,4.839216412
JOHNKUHN,John Kuhn,RB,GB,403,21.15166667,21.00803353,0,13.17673075,0,4.462129246
DAVONEBESS,Davone Bess,WR,NA,404,20.8,20.8,0,0,0,0
JACKIEBATTLE,Jackie Battle,RB,TEN,405,20.6175,20.70629478,0,18.70534393,0,5.823753104
JORDANPALMER,Jordan Palmer,QB,CHI,406,21.05333333,20.59,0,5.786754992,0,2.642076554
RONNIEBROWN,Ronnie Brown,RB,HOU,407,25.44666667,20.005,0,16.84130636,0,5.364665455
CHARLESJOHNSON,Charles Johnson,WR,CLE,408,20.33333333,20,195,14.36825204,3.7,3.571494283
JEDCOLLINS,Jed Collins,RB,DET,409,17.98,19.91,0,8.877567234,0,3.40330248
JOSHMORGAN,Josh Morgan,WR,CHI,410,18.00666667,19.65000448,0,16.60238898,0,5.305823284
JOHNATHANFRANKLIN,Johnathan Franklin,RB,GB,411,19.6,19.6,0,13.85929291,0,4.630235223
TARVARISJACKSON,Tarvaris Jackson,QB,SEA,412,19.48,19.48,0,0,0,0
KELLENDAVIS,Kellen Davis,TE,NYG,413,19.35,19.35,0,25.5265548,0,7.503726572
MARKSANCHEZ,Mark Sanchez,QB,PHI,414,18.66,18.4797224,0,16.3283802,0,5.238338567
DARYLRICHARDSON,Daryl Richardson,RB,NYJ,415,16.3,17.21860563,0,14.78100132,0,4.857239739
TANDONDOSS,Tandon Doss,WR,JAC,416,16.85,16.85,0,14.2128463,0,4.717310719
ANTHONYSHERMAN,Anthony Sherman,RB,KC,417,17.66333333,16.77,0,2.307169984,0,1.785101069
KYLEWILLIAMS,Kyle Williams,WR,KC,418,18.96666667,16.675,0,17.71089589,0,5.578833785
DEMETRIUSHARRIS,Demetrius Harris,TE,KC,419,16.4,16.4,0,0,0,0
GARYBARNIDGE,Gary Barnidge,TE,CLE,420,15,15.9,0,7.610738028,0,3.091299304
TRAVISBENJAMIN,Travis Benjamin,WR,CLE,421,15.351,15.75588261,0,11.31589295,0,4.003829658
JOSHHILL,Josh Hill,TE,NO,422,15.6,15.6,0,10.46518036,0,3.794310467
JUSTINBROWN,Justin Brown,WR,PIT,423,15.55,15.55,0,0,0,0
JACOBYFORD,Jacoby Ford,WR,NYJ,423,18.38333333,15.55,0,8.299598384,0,3.260956443
TYLERGAFFNEY,Tyler Gaffney,RB,NE,425,15.4,15.4,0,0,0,0
CHASEFORD,Chase Ford,TE,MIN,426,15.3,15.3,0,0,0,0
FRANKSUMMERS,Frank Summers,RB,BUF,427,16.33666667,15.1025,0,7.672420305,0,3.106490828
BRUCEMILLER,Bruce Miller,RB,SF,428,17.82,15.04,0,5.968349856,0,2.686800952
MICHAELCOX,Michael Cox,RB,NYG,429,10.16666667,14.95199602,0,6.436614017,0,2.802128184
BRENTONBERSIN,Brenton Bersin,WR,CAR,430,14.8,14.8,0,0,0,0
ERIKLORIG,Erik Lorig,RB,NO,431,14.17666667,14.72,0,2.685820793,0,1.878357724
MYLESWHITE,Myles White,WR,GB,432,14.7,14.7,0,20.3646753,0,6.232424339
CHRISRAINEY,Chris Rainey,RB,IND,433,14.6,14.6,0,0,0,0
STEPHENHOUSTON,Stephen Houston,RB,PIT,434,14.5,14.5,0,0,0,0
DIONSIMS,Dion Sims,TE,MIA,435,14.05,14.05,0,2.899137803,0,1.930894865
EDWINBAKER,Edwin Baker,RB,CLE,436,18.10833333,13.96632501,0,15.27620699,0,4.979202306
JOSHBOYCE,Josh Boyce,WR,NE,437,13.36666667,13.9,0,8.555992052,0,3.324102792
AJMCCARRON,A.J. McCarron,QB,CIN,438,13.39,13.39,0,0,0,0
JARONBROWN,Jaron Brown,WR,ARI,439,13.3,13.3,0,2.404163056,0,1.808989172
VANCEMCDONALD,Vance McDonald,TE,SF,440,19.305,13.13,0,16.06400012,0,5.173225272
MARIONGRICE,Marion Grice,RB,SD,441,17.525,13.09502437,0,23.87055369,0,7.095875534
DANESANZENBACHER,Dane Sanzenbacher,WR,CIN,442,14.05,13.0125,0,2.422292303,0,1.813454164
DOMENIKHIXON,Domenik Hixon,WR,NA,443,13,13,0,0,0,0
CEDRICPEERMAN,Cedric Peerman,RB,CIN,444,15.63333333,12.9,0,5.762233363,0,2.636037203
LAMICHAELJAMES,LaMichael James,RB,SF,445,12.414,12.89435794,0,9.125927807,0,3.464470384
ORSONCHARLES,Orson Charles,RB,CIN,446,12.8,12.8,0,0,0,0
WILLIAMPOWELL,William Powell,RB,HOU,446,12.8,12.8,0,0,0,0
STORMJOHNSON,Storm Johnson,RB,JAC,448,14.706,12.67,162.5,11.93504839,21.5,5.12075814
RHETTELLISON,Rhett Ellison,TE,MIN,449,12.55,12.55,0,6.01040764,0,2.697159225
DERRICKCOLEMAN,Derrick Coleman,RB,SEA,450,12.66666667,12.475,0,10.48347907,0,3.798817195
TOMMYBOHANON,Tommy Bohanon,RB,NYJ,451,13.06,12.415,0,6.852649123,0,2.904592095
CRAIGSTEVENS,Craig Stevens,TE,TEN,452,12.35,12.35,0,4.87903679,0,2.41851764
CYRUSGRAY,Cyrus Gray,RB,KC,453,13.6,12.325,0,8.515867542,0,3.314220659
CHASEDANIEL,Chase Daniel,QB,KC,454,10.62666667,12.09,0,10.5077749,0,3.804800935
TYRODTAYLOR,Tyrod Taylor,QB,BAL,455,12.06,12.06,0,0,0,0
LAVELLEHAWKINS,Lavelle Hawkins,WR,TB,456,11.9,11.9,0,0,0,0
STANLEYHAVILI,Stanley Havili,RB,IND,457,13.29,11.89,0,4.957324547,0,2.437798872
RYANWILLIAMS,Ryan Williams,RB,DAL,458,12.15,11.875,0,5.991382701,0,2.692473636
KENJONBARNER,Kenjon Barner,RB,CAR,459,10.98,11.74090895,0,5.784461946,0,2.641511807
VIRGILGREEN,Virgil Green,TE,DEN,460,11.4,11.4,0,8.202438662,0,3.237027297
DIONLEWIS,Dion Lewis,RB,CLE,461,11.05,11.27934847,0,11.21710004,0,3.979498279
MATTSPAETH,Matt Spaeth,TE,PIT,462,11.215,11.215,0,1.718269478,0,1.64006271
BEARPASCOE,Bear Pascoe,TE,ATL,463,11.145,11.145,0,4.871965722,0,2.41677613
MICHAELFORD,Michael Ford,RB,CHI,464,11.8,10.975,0,9.395211546,0,3.530791386
ANTHONYARMSTRONG,Anthony Armstrong,WR,CLE,465,10.75,10.75,0,0,0,0
JOSEPHMORGAN,Joseph Morgan,WR,NOS,466,10.6,10.6,0,0,0,0
BRITTANGOLDEN,Brittan Golden,WR,ARI,467,10.3,10.3,0,0,0,0
WILLJOHNSON,Will Johnson,RB,PIT,468,10.54333333,10.065,0,6.06058028,0,2.709516079
MARCUSTHIGPEN,Marcus Thigpen,WR,MIA,469,9.8,9.8,0,0,0,0
JAMESDEVELIN,James Develin,RB,NE,470,9.7,9.7,0,5.232590181,0,2.505593135
JORVORSKIELANE,Jorvorskie Lane,RB,TB,471,9.7,9.7,0,8.485281374,0,3.306687693
DAVIDPAULSON,David Paulson,TE,PIT,472,9.65,9.65,0,5.586143571,0,2.59266863
JALENPARMELE,Jalen Parmele,RB,ARI,473,9.6,9.6,0,0,0,0
MIKEGILLISLEE,Mike Gillislee,RB,MIA,474,9.08,9.552126375,0,7.536798613,0,3.07308901
JEROMEFELTON,Jerome Felton,RB,MIN,475,9.4,9.4,0,5.515432893,0,2.575253531
DEONTETHOMPSON,Deonte Thompson,WR,BAL,476,8.6,8.6,0,0,0,0
THADDEUSLEWIS,Thaddeus Lewis,QB,BUF,477,8.57,8.57,0,3.2951176,0,2.02841942
KYLEJUSZCZYK,Kyle Juszczyk,RB,BAL,478,12.06666667,8.4,0,5.084617324,0,2.469149389
ANTONESMITH,Antone Smith,RB,ATL,479,8.55,8.330673379,0,6.322183167,0,2.773945388
JOEMCKNIGHT,Joe McKnight,RB,KC,480,8.25,8.25,0,6.293250353,0,2.766819621
MATTMOORE,Matt Moore,QB,MIA,481,9.366666667,8.17,0,12.08546786,0,4.193365717
LEONWASHINGTON,Leon Washington,RB,TEN,482,8.1,8.1,0,4.101219331,0,2.22695155
DJWILLIAMS,D.J. Williams,TE,NE,483,7.75,7.75,0,0,0,0
EVANROYSTER,Evan Royster,RB,WAS,484,7.7,7.7,0,0.565685425,0,1.356196595
RYANTAYLOR,Ryan Taylor,TE,GB,485,7.66,7.66,0,8.570134188,0,3.327585812
JEWELHAMPTON,Jewel Hampton,RB,SFO,486,7.6,7.6,0,0,0,0
JAMESHANNA,James Hanna,TE,DAL,487,7.5,7.5,0,0,0,0
TAVARRESKING,Tavarres King,WR,CAR,488,7.4,7.4,0,0,0,0
JOHNPHILLIPS,John Phillips,TE,SDC,489,6.9,6.9,0,0,0,0
HENRYHYNOSKI,Henry Hynoski,RB,NYG,489,10.28333333,6.9,0,6.921765189,0,2.921614462
